age,gender,country,signup_date,last_purchase_date,num_orders,total_spent,avg_order_value,recency_days,is_premium_member,device_type,preferred_category,churned,customer_lifetime_days
0.27450980392156865,0,3,2020-10-23,2021-12-28,0.3076923076923077,0.00943573267676047,0.025564429359948904,0.8147268408551069,1,1,4,0,0.2513119533527697
0.9019607843137256,0,4,2024-03-20,2025-03-04,0.6153846153846154,0.07493166820308785,0.1015080607772986,0.12470308788598575,0,0,3,0,0.2034985422740525
0.9803921568627452,1,3,2023-06-27,2023-12-26,0.38461538461538464,0.06173087631862026,0.13380015570465098,0.38242280285035624,0,1,5,0,0.10612244897959186
0.8431372549019609,0,3,2021-03-11,2021-07-01,0.6153846153846154,0.06504860975071718,0.08811921028000594,0.9216152019002375,0,1,3,0,0.06530612244897963
1.0,2,3,2023-02-19,2023-08-20,0.46153846153846156,0.05893367769830791,0.10644774709365896,0.4584323040380047,0,1,5,0,0.10612244897959186
0.03921568627450983,2,2,2024-05-03,2025-08-26,0.3076923076923077,0.06573574153126022,0.1781007531556434,0.02078384798099761,0,1,3,0,0.27988338192419826
0.7058823529411765,1,4,2024-07-31,2024-12-23,0.6923076923076924,0.05576938459451033,0.06715506608700215,0.1668646080760095,0,1,0,0,0.08454810495626824
0.9803921568627452,0,3,2021-06-22,2023-09-30,0.46153846153846156,0.553639421362881,1.0,0.43408551068883605,0,1,3,0,0.4839650145772595
0.1176470588235295,0,3,2025-04-25,2025-08-18,0.46153846153846156,0.12565931517184228,0.22696927020005425,0.025534441805225683,1,0,0,0,0.06705539358600587
0.3921568627450981,0,3,2025-05-06,2025-08-26,0.3076923076923077,0.01240372547628451,0.033605962263490746,0.02078384798099761,0,1,0,0,0.06530612244897963
0.15686274509803927,2,5,2023-08-18,2025-09-18,0.15384615384615385,0.0,0.0,0.0071258907363420665,0,0,4,0,0.44431486880466475
0.7450980392156863,0,5,2022-04-27,2023-08-15,0.46153846153846156,0.04477810115131905,0.08087981875278824,0.46140142517814725,0,1,5,0,0.27696793002915454
0.33333333333333337,0,3,2020-12-31,2023-02-01,0.6923076923076924,0.13653097811711687,0.16440399233723177,0.5771971496437054,0,1,1,0,0.44431486880466475
0.05882352941176472,0,5,2021-05-30,2025-01-15,0.2307692307692308,0.040488309921374144,0.14626265100289537,0.15320665083135393,0,1,0,0,0.7731778425655977
0.4705882352941177,0,3,2025-07-27,2025-09-21,0.15384615384615385,0.027958425984736197,0.1514980012071484,0.00534441805225655,0,1,5,0,0.0326530612244898
0.25490196078431376,1,1,2022-12-23,2023-04-19,0.3076923076923077,0.04032978451117955,0.10926705097140457,0.5314726840855106,0,1,2,0,0.06822157434402334
0.9607843137254902,0,3,2024-09-16,2025-07-13,0.5384615384615385,0.06092598049863022,0.09432552769006025,0.0469121140142518,0,1,3,0,0.17492711370262393
0.15686274509803927,1,3,2025-08-05,2025-09-06,0.3076923076923077,0.01604189978336744,0.04346259152021972,0.014251781472684077,0,1,2,0,0.018658892128279897
0.4901960784313726,0,3,2022-03-29,2023-05-03,0.3076923076923077,0.05367174795492939,0.14541502287458774,0.5231591448931117,1,0,3,0,0.23323615160349856
0.019607843137254943,1,5,2024-10-25,2025-05-10,0.6153846153846154,0.053597086038213504,0.07260647836317671,0.08491686460807601,0,1,4,0,0.11486880466472307
0.37254901960784315,0,2,2022-08-05,2024-05-25,0.38461538461538464,0.050157068493873816,0.10871421198575913,0.29275534441805223,0,1,0,0,0.38425655976676387
0.5294117647058824,1,3,2023-10-06,2023-11-21,0.6153846153846154,0.09724589543086021,0.1317366317060156,0.4032066508313539,1,1,1,0,0.026822157434402333
0.9019607843137256,0,5,2022-06-24,2023-07-27,0.3076923076923077,0.0527394022252157,0.0,0.47268408551068886,0,1,3,0,0.2320699708454811
0.1176470588235295,0,4,2023-08-24,2025-08-02,0.46153846153846156,0.04388296530658484,0.07926241482168317,0.035035629453681716,0,1,3,0,0.4134110787172012
0.8431372549019609,0,3,2024-01-27,2025-08-07,0.46153846153846156,0.055207039109364864,0.09971658254533367,0.032066508313539216,0,1,1,0,0.3253644314868805
0.13725490196078438,1,3,2022-05-18,2022-08-03,0.2307692307692308,0.046840868657904024,0.16921071737856347,0.6852731591448931,0,0,0,0,0.04489795918367348
0.9019607843137256,0,1,2024-10-13,2025-02-13,0.5384615384615385,0.010294385076785949,0.01593785809882871,0.13598574821852732,0,0,1,0,0.07172011661807581
0.6666666666666667,0,3,2021-08-29,2021-11-11,0.6153846153846154,0.10800334582245591,0.14630901250010933,0.8426365795724466,0,1,3,0,0.04314868804664726
0.25490196078431376,0,3,2020-10-06,2021-02-19,0.8461538461538463,0.10992518391651555,0.1083004574917555,1.0,1,1,4,0,0.07930029154518953
0.3137254901960785,0,0,2025-06-08,2025-09-05,0.6153846153846154,0.11291585779560409,0.15296407421338534,0.014845605700712639,1,1,4,0,0.051895043731778445
0.6862745098039216,0,3,2022-03-24,2024-07-07,0.2307692307692308,0.012443598975590067,0.04495228264767885,0.2672209026128266,0,0,0,0,0.48746355685131193
0.9607843137254902,1,3,2023-12-10,2025-04-27,0.46153846153846156,0.04833531772600627,0.08730482247045546,0.09263657957244656,0,1,2,0,0.2938775510204082
0.7647058823529412,0,3,2021-09-27,2023-02-08,0.2307692307692308,0.05257425813699873,0.18992206019996674,0.5730403800475059,0,1,3,0,0.29096209912536447
0.5294117647058824,1,0,2021-06-13,2021-10-28,0.46153846153846156,0.04589294482016205,0.08289348227328788,0.8509501187648456,0,0,0,0,0.07988338192419828
0.019607843137254943,1,3,2024-07-06,2024-08-24,0.6923076923076924,0.14973104356131373,0.18029898791976834,0.23871733966745842,0,1,3,0,0.02857142857142858
0.09803921568627455,1,3,2021-08-23,2024-04-21,0.38461538461538464,0.06381140125404577,0.13830946736762917,0.31294536817102137,0,1,4,0,0.5667638483965014
0.803921568627451,1,3,2024-12-19,2025-04-04,0.15384615384615385,0.03449437053183742,0.1869138113524436,0.10629453681710213,0,1,3,0,0.06180758017492713
0.05882352941176472,1,3,2022-02-13,2022-10-24,0.6153846153846154,0.12097167682028377,0.16387652096326943,0.6365795724465558,0,1,3,0,0.14752186588921284
0.5490196078431373,0,3,2022-12-20,2024-09-09,0.6923076923076924,0.08541274842945633,0.1028499199608114,0.22921615201900236,1,1,1,0,0.3667638483965015
0.33333333333333337,0,3,2024-11-25,2025-06-10,0.38461538461538464,0.06873238836368603,0.14897611070775635,0.0665083135391924,0,1,5,0,0.11486880466472307
0.4901960784313726,0,5,2025-03-08,2025-05-27,0.5384615384615385,0.04756650177279677,0.07364217671603143,0.07482185273159145,1,1,5,0,0.04664723032069973
0.8431372549019609,0,3,2024-01-23,2025-08-07,0.5384615384615385,0.0527394022252157,0.04632038418810519,0.032066508313539216,1,1,3,0,0.3276967930029155
0.6470588235294118,0,3,2024-07-13,2025-03-14,0.15384615384615385,0.04318122400504118,0.23398560169350677,0.11876484560570072,0,0,2,1,0.14227405247813413
0.17647058823529416,0,3,2023-12-02,2025-01-30,0.38461538461538464,0.057537136635585524,0.12471067801502811,0.14429928741092637,1,1,5,0,0.24781341107871724
0.6862745098039216,1,3,2024-01-08,2025-07-07,0.15384615384615385,0.012869292974249054,0.06973468977160402,0.050475059382422804,0,1,4,0,0.31836734693877555
0.25490196078431376,1,3,2025-08-08,2025-09-22,0.6923076923076924,0.0855795875449717,0.10305111136381527,0.004750593824227989,0,1,2,0,0.02623906705539361
0.5882352941176471,1,4,2023-04-04,2024-11-04,0.7692307692307694,0.16560561993565193,0.179473228422222,0.19596199524940616,0,0,0,0,0.3381924198250729
0.9215686274509804,1,3,2022-12-01,2023-01-18,0.46153846153846156,0.028943882569800218,0.0522791486979417,0.5855106888361046,0,0,5,0,0.02798833819241986
0.27450980392156865,0,3,2023-12-15,2024-02-26,0.46153846153846156,0.07426608748391036,0.13414130634452714,0.34560570071258906,0,1,4,0,0.04256559766763851
0.5294117647058824,1,3,2021-11-08,2023-10-12,1.0,0.15656345645446623,0.1305181115999965,0.42695961995249404,0,1,0,0,0.40991253644314873
0.25490196078431376,0,1,2021-03-05,2021-11-20,0.7692307692307694,0.09730990289027178,0.10545841023801815,0.83729216152019,0,0,2,0,0.15160349854227406
0.43137254901960786,2,4,2023-01-26,2024-01-16,0.38461538461538464,0.043077262330738414,0.09336855640794618,0.3699524940617577,0,1,3,0,0.20699708454810498
0.7647058823529412,0,5,2024-05-05,2025-01-19,0.6153846153846154,0.11573347745908305,0.15678058765384578,0.1508313539192399,0,1,0,0,0.15102040816326534
0.3921568627450981,1,3,2021-02-25,2022-11-24,0.5384615384615385,0.04669929352069359,0.0722994427872882,0.6181710213776722,0,0,1,0,0.37142857142857144
0.2941176470588236,1,1,2021-06-19,2023-07-01,0.5384615384615385,0.058734229486194445,0.09093239094113838,0.4881235154394299,0,1,3,0,0.4326530612244898
0.8627450980392157,0,3,2025-02-07,2025-03-17,0.38461538461538464,0.0527394022252157,0.06273672792799095,0.1169833729216152,0,2,3,0,0.022157434402332393
0.33333333333333337,0,3,2022-03-09,2024-12-12,0.3076923076923077,0.025771598623024396,0.06982391378511008,0.173396674584323,0,0,2,0,0.5883381924198251
0.9019607843137256,1,3,2024-10-19,2025-02-24,0.46153846153846156,0.03794052246068567,0.06852929084404166,0.1294536817102138,0,1,2,0,0.07463556851311953
0.4509803921568628,0,3,2024-01-14,2024-11-21,0.3076923076923077,0.01619275721292634,0.043871972288071076,0.18586698337292162,1,0,4,0,0.1819241982507289
0.4901960784313726,1,0,2022-08-31,2024-05-03,0.5384615384615385,0.03206991648600501,0.04965053928043456,0.3058194774346793,0,0,4,0,0.35626822157434407
0.4705882352941177,1,2,2024-01-11,2024-07-10,0.3076923076923077,0.044549272466033074,0.12069909638817691,0.2654394299287411,0,1,1,0,0.10553935860058311
0.8627450980392157,1,3,2021-07-14,2023-05-30,0.46153846153846156,0.05480216973180068,0.09898529553267608,0.5071258907363421,0,1,3,0,0.3994169096209913
0.7843137254901962,1,5,2022-04-09,2022-10-13,0.38461538461538464,0.014922374610557392,0.03234370489594904,0.6431116389548694,1,1,1,0,0.10903790087463561
0.5490196078431373,2,0,2024-10-03,2024-11-28,0.38461538461538464,0.010646466461342353,0.023075779179314,0.18171021377672208,0,1,1,0,0.0326530612244898
0.27450980392156865,0,1,2024-11-15,2024-12-15,0.2307692307692308,0.023529481085150024,0.08499899404298497,0.17161520190023752,0,0,2,0,0.017492711370262398
0.5294117647058824,1,5,2021-03-20,2025-08-25,0.3076923076923077,0.036365922816044095,0.09852780377714988,0.02137767220902617,0,1,1,0,0.9440233236151604
0.0,0,1,2024-12-20,2025-05-20,0.7692307692307694,0.09612741956066345,0.10417690847540653,0.07897862232779099,0,1,1,0,0.08804664723032071
0.4705882352941177,0,0,2025-05-06,2025-06-10,0.6153846153846154,0.059310780914412345,0.08034709890744318,0.0665083135391924,0,1,0,0,0.020408163265306145
0.1176470588235295,0,4,2022-09-20,2024-09-13,0.15384615384615385,0.01701863908518246,0.09221826642990227,0.22684085510688834,0,0,4,1,0.4221574344023324
0.15686274509803927,1,3,2024-08-22,2025-08-20,0.5384615384615385,0.03459510358271463,0.05355977571532289,0.024346793349168616,1,1,4,0,0.21166180758017494
0.4509803921568628,1,3,2023-01-28,2024-10-06,0.15384615384615385,0.03759659335027876,0.20372466519126303,0.21318289786223277,0,1,3,1,0.35976676384839656
0.0,1,1,2024-07-03,2025-08-20,0.46153846153846156,0.0527394022252157,0.10136285306904362,0.024346793349168616,0,1,4,0,0.24081632653061227
0.8431372549019609,1,3,2020-11-30,2024-08-26,0.46153846153846156,0.0605815670947095,0.10942450511288586,0.2375296912114014,1,1,5,0,0.7959183673469388
0.13725490196078438,1,1,2023-07-25,2024-02-29,0.2307692307692308,0.031956188225839954,0.11544012806270172,0.34382422802850354,0,1,3,0,0.12769679300291548
0.4509803921568628,0,3,2022-07-05,2024-12-23,0.2307692307692308,0.0527394022252157,0.0783972917887665,0.1668646080760095,1,1,0,0,0.5259475218658892
0.19607843137254904,1,3,2022-12-24,2023-06-04,0.8461538461538463,0.12213583771195208,0.12032995390092632,0.5041567695961995,0,1,4,0,0.09446064139941693
0.9803921568627452,1,3,2023-08-10,2024-03-16,0.5384615384615385,0.08011893602975048,0.1240397484232717,0.33432304038004745,1,1,0,0,0.12769679300291548
0.3137254901960785,1,3,2024-06-29,2025-03-25,0.6153846153846154,0.06797979624318992,0.09209055362625633,0.11223277909738719,0,0,4,0,0.15685131195335278
0.13725490196078438,1,0,2021-06-11,2023-03-04,0.5384615384615385,0.02142207785970679,0.03316596541257358,0.5587885985748218,1,1,4,0,0.367930029154519
0.6666666666666667,1,1,2021-07-31,2024-01-22,0.2307692307692308,0.06398130756181543,0.2311295585160822,0.36638954869358664,1,1,0,0,0.5276967930029155
0.6666666666666667,1,2,2023-09-25,2024-10-28,0.3076923076923077,0.047522673209794905,0.12875549996063645,0.2001187648456057,0,1,1,0,0.2326530612244898
0.6274509803921569,1,5,2024-05-11,2024-11-08,0.3076923076923077,0.029381038181619912,0.0796035654615593,0.19358669833729214,0,1,1,0,0.10553935860058311
0.07843137254901966,1,3,2021-02-27,2025-08-26,0.46153846153846156,0.044062880346973705,0.07958782004741119,0.02078384798099761,0,1,1,0,0.9568513119533528
0.803921568627451,1,3,2024-06-08,2025-01-10,0.38461538461538464,0.06691604554005628,0.14503888242549356,0.1561757719714964,1,1,5,0,0.12594752186588923
0.7450980392156863,0,5,2021-02-18,2021-09-10,0.8461538461538463,0.04241967245453917,0.04179270287528755,0.8794536817102137,0,1,1,0,0.11895043731778429
0.7843137254901962,1,3,2025-06-10,2025-08-18,0.7692307692307694,0.1276435464136007,0.1383322107436209,0.025534441805225683,0,1,4,0,0.04023323615160351
0.5294117647058824,1,3,2023-09-14,2025-03-22,0.38461538461538464,0.007891724239076012,0.017104768236251164,0.11401425178147268,0,1,2,0,0.32361516034985427
0.1176470588235295,1,3,2021-05-14,2023-09-01,0.07692307692307698,0.0,0.0,0.45130641330166266,0,0,0,1,0.489795918367347
0.15686274509803927,0,3,2024-10-06,2025-08-02,0.38461538461538464,0.011302199879071904,0.024497240178797897,0.035035629453681716,0,1,2,0,0.17492711370262393
0.13725490196078438,1,3,2024-10-26,2025-06-10,0.3076923076923077,0.056094022679949555,0.15197823633866636,0.0665083135391924,1,1,5,0,0.13236151603498547
0.5294117647058824,0,1,2023-08-24,2025-07-19,0.3076923076923077,0.05385335802261667,0.14590750443933204,0.043349168646080766,0,1,2,0,0.40524781341107874
0.6470588235294118,0,3,2023-09-02,2025-05-12,0.5384615384615385,0.10313103021095585,0.15966724691433618,0.083729216152019,1,1,3,0,0.3603498542274053
0.6274509803921569,1,5,2023-02-06,2024-09-23,0.6923076923076924,0.14623226507062898,0.17608621488991327,0.2209026128266033,0,1,1,0,0.34693877551020413
0.5294117647058824,0,3,2024-07-10,2025-06-12,0.3076923076923077,0.06740719987866835,0.18262930921369153,0.06532066508313539,0,1,5,0,0.19650145772594754
0.43137254901960786,0,3,2023-06-20,2024-02-24,0.46153846153846156,0.2011549431717884,0.36333242942992855,0.34679334916864607,0,1,4,0,0.14518950437317787
0.4509803921568628,1,1,2022-06-16,2024-11-06,0.46153846153846156,0.040912470323906006,0.07389760232332332,0.19477434679334915,0,1,1,0,0.5096209912536444
0.5294117647058824,1,1,2021-01-10,2025-01-13,0.38461538461538464,0.020892664333501947,0.04528468583525047,0.1543942992874109,1,1,1,0,0.8536443148688048
0.6666666666666667,0,3,2021-11-01,2022-05-15,0.6153846153846154,0.08284962500749646,0.11223418679309649,0.7327790973871734,1,0,2,0,0.11370262390670557
0.8431372549019609,0,3,2021-02-15,2023-01-05,0.46153846153846156,0.08803713498091602,0.15901556171764972,0.593230403800475,0,1,3,0,0.4017492711370263
0.7647058823529412,2,3,2022-05-31,2025-05-28,0.3076923076923077,0.0527394022252157,0.02454097744032048,0.07422802850356297,0,1,1,0,0.6373177842565598
0.411764705882353,1,3,2021-09-03,2023-06-03,0.5384615384615385,0.01213542686962115,0.018787778059640117,0.504750593824228,0,0,0,0,0.37201166180758016
0.5098039215686275,0,3,2024-11-25,2025-05-03,0.38461538461538464,0.0827756088154657,0.17941374574655128,0.08907363420427555,1,1,0,0,0.09271137026239071
0.6666666666666667,1,1,2025-01-13,2025-09-17,0.15384615384615385,0.01016241509426652,0.05506696174739105,0.0077197149643705165,1,1,1,0,0.14402332361516038
0.0,0,3,2021-10-20,2025-02-27,0.15384615384615385,0.0,0.0,0.12767220902612827,1,1,2,1,0.7148688046647231
0.6666666666666667,0,3,2024-08-22,2025-01-16,0.7692307692307694,0.060061355145267475,0.06509066734313629,0.15261282660332542,0,1,2,0,0.08571428571428574
0.7058823529411765,1,0,2025-05-12,2025-09-08,0.7692307692307694,0.0976734458879889,0.10585204559172139,0.013064133016627066,0,1,4,0,0.06938775510204084
0.5294117647058824,1,3,2024-10-25,2025-03-15,0.5384615384615385,0.09581262877667217,0.1483366719442962,0.11817102137767221,0,0,5,0,0.08221574344023325
0.25490196078431376,0,3,2022-01-31,2025-09-28,0.46153846153846156,0.0527394022252157,0.07484232717221108,0.001187648456057011,0,1,5,0,0.7790087463556851
0.03921568627450983,1,3,2022-09-03,2023-02-14,0.46153846153846156,0.0600996950484459,0.10855413360858648,0.5694774346793349,0,1,5,0,0.09562682215743443
0.0,1,3,2025-01-31,2025-03-29,0.46153846153846156,0.023973416806163383,0.043301638397816616,0.10985748218527316,0,0,3,0,0.033236151603498576
0.07843137254901966,0,4,2024-05-30,2024-06-19,0.6153846153846154,0.06854730752581628,0.09285945468382331,0.27790973871733965,0,0,2,0,0.011661807580174932
0.4901960784313726,0,3,2025-09-20,2025-09-21,0.3076923076923077,0.03288732322176906,0.08910329866426402,0.00534441805225655,1,1,4,0,0.0005830903790087771
0.25490196078431376,0,3,2022-04-18,2025-06-15,0.2307692307692308,0.00832589337422708,0.030077240003848857,0.0635391923990499,1,1,0,0,0.6728862973760933
0.7450980392156863,0,0,2024-03-20,2025-01-18,0.46153846153846156,0.11286161692205482,0.20385412748536985,0.15142517814726839,0,1,5,0,0.17725947521865892
0.5098039215686275,0,3,2025-08-21,2025-09-08,0.5384615384615385,0.03382386616193597,0.05236574847575642,0.013064133016627066,0,1,0,0,0.010495626822157461
0.15686274509803927,0,1,2023-11-24,2024-11-28,0.5384615384615385,0.05636119126841395,0.08725846097324153,0.18171021377672208,0,1,0,0,0.2157434402332362
0.27450980392156865,0,0,2024-02-16,2025-03-05,0.15384615384615385,0.020489409267650534,0.11102528888461234,0.12410926365795724,1,1,1,1,0.22332361516034988
0.27450980392156865,1,3,2021-10-10,2022-12-28,0.46153846153846156,0.06031310705687487,0.1089390215099852,0.5979809976247031,1,0,3,0,0.2588921282798834
0.4901960784313726,1,1,2022-07-08,2023-09-05,0.6153846153846154,0.1414431672279225,0.19160944374950795,0.44893111638954863,1,1,4,0,0.2472303206997085
0.803921568627451,1,3,2022-05-11,2022-10-18,0.8461538461538463,0.0691856870926335,0.06816277259248243,0.6401425178147269,1,1,3,0,0.09329446064139946
0.23529411764705888,1,1,2021-02-11,2024-05-27,0.6153846153846154,0.051509942424765615,0.06977930177835703,0.2915676959619952,0,1,1,0,0.7002915451895044
0.9803921568627452,1,5,2021-09-07,2023-05-28,0.6923076923076924,0.10716769736433748,0.12904591537714638,0.508313539192399,0,1,4,0,0.3661807580174927
0.607843137254902,1,5,2025-05-21,2025-09-24,0.38461538461538464,0.05747724567104154,0.12458034097569082,0.0035629453681710332,0,1,4,0,0.07346938775510206
0.7450980392156863,0,3,2022-10-07,2024-02-08,0.3076923076923077,0.053343316236965144,0.14452540697521846,0.3562945368171021,0,1,2,0,0.285131195335277
0.9411764705882353,0,1,2022-12-06,2025-09-17,0.7692307692307694,0.04224419677136043,0.04578154112614699,0.0077197149643705165,1,0,3,0,0.5924198250728863
1.0,1,4,2023-02-27,2024-01-19,0.38461538461538464,0.05020105848804696,0.10880955921587837,0.3681710213776722,0,1,3,0,0.19008746355685135
0.607843137254902,1,3,2021-07-05,2023-02-22,0.15384615384615385,0.016728627985982278,0.09064722399601115,0.5647268408551069,0,1,2,1,0.3481049562682216
0.05882352941176472,1,1,2025-07-21,2025-08-22,0.6923076923076924,0.027697472496365984,0.03335228614665976,0.023159144893111633,0,1,0,0,0.018658892128279897
0.5686274509803921,0,3,2024-08-29,2024-11-17,0.6153846153846154,0.06746571867825647,0.09139425642281683,0.18824228028503562,1,1,1,0,0.04664723032069973
0.7058823529411765,1,3,2021-11-03,2023-05-29,0.46153846153846156,0.027583824951786566,0.04982286409083354,0.5077197149643705,0,1,3,0,0.3335276967930029
0.43137254901960786,0,3,2021-02-06,2024-11-14,0.2307692307692308,0.026698213546157736,0.096445910128675,0.1900237529691211,0,0,2,0,0.8029154518950438
0.7450980392156863,1,3,2024-03-03,2024-03-30,0.2307692307692308,0.04050001368129177,0.14630463877395705,0.32600950118764843,0,2,4,0,0.015743440233236206
0.5294117647058824,0,3,2023-05-27,2023-07-08,0.6153846153846154,0.06566697185229597,0.0889572162107786,0.4839667458432304,0,1,5,0,0.024489795918367363
0.27450980392156865,2,0,2025-05-25,2025-08-18,0.3076923076923077,0.05914531396385282,0.16024457876643428,0.025534441805225683,0,1,2,0,0.049562682215743475
0.823529411764706,1,3,2023-03-16,2023-09-08,0.2307692307692308,0.0527394022252157,0.0787156990526509,0.4471496437054632,1,0,5,0,0.10262390670553939
0.5490196078431373,0,4,2021-09-03,2023-02-13,0.3076923076923077,0.024263670052120476,0.06573885355890095,0.5700712589073634,0,1,0,0,0.3078717201166181
0.6862745098039216,0,3,2022-05-21,2025-01-10,0.46153846153846156,0.06756620958237676,0.12204008082645929,0.1561757719714964,1,1,1,0,0.5626822157434402
0.23529411764705888,0,1,2020-10-16,2024-12-11,0.38461538461538464,0.08142434919628666,0.17648509871499923,0.1739904988123515,0,1,5,0,0.8845481049562682
0.607843137254902,1,0,2020-11-05,2021-05-21,0.5384615384615385,0.07248703526084574,0.11222456459556153,0.945961995249406,0,0,0,0,0.11486880466472307
0.5294117647058824,0,3,2025-01-09,2025-04-16,0.7692307692307694,0.13794164440732604,0.14949221039372282,0.09916864608076009,1,1,5,0,0.05655976676384841
